# Force coefficients
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 1.000000e+00
# Aref        : 1.000000e-01
# CofR        : (0.000000e+00 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
0.2607        	4.965742e-11	6.510403e-02	-2.962779e-09	-1.431732e-09	-1.531047e-09
0.264         	4.984520e-11	6.493204e-02	-3.111378e-09	-1.505844e-09	-1.605534e-09
0.2673        	5.001946e-11	6.477658e-02	-4.251952e-09	-2.075957e-09	-2.175995e-09
0.2706        	5.014906e-11	6.462633e-02	-3.865910e-09	-1.882806e-09	-1.983104e-09
0.2739        	5.027017e-11	6.448918e-02	-3.140399e-09	-1.519929e-09	-1.620470e-09
0.2772        	5.038824e-11	6.435955e-02	-5.393248e-09	-2.646236e-09	-2.747012e-09
0.2805        	5.051812e-11	6.423459e-02	-2.091283e-09	-9.951235e-10	-1.096160e-09
0.2838        	5.062612e-11	6.411657e-02	-4.717956e-09	-2.308352e-09	-2.409604e-09
0.2871        	5.074775e-11	6.400649e-02	-2.759425e-09	-1.328965e-09	-1.430460e-09
0.2904        	5.086203e-11	6.389823e-02	-4.076332e-09	-1.987304e-09	-2.089028e-09
0.2937        	5.097571e-11	6.379789e-02	-2.605289e-09	-1.251669e-09	-1.353620e-09
0.297         	5.108202e-11	6.370154e-02	-4.862198e-09	-2.380017e-09	-2.482181e-09
0.3003        	5.118878e-11	6.360688e-02	-3.117485e-09	-1.507554e-09	-1.609931e-09
0.3036        	5.129476e-11	6.352087e-02	-3.877772e-09	-1.887591e-09	-1.990181e-09
0.3069        	5.139627e-11	6.343862e-02	-4.433153e-09	-2.165180e-09	-2.267973e-09
0.3102        	5.149068e-11	6.335472e-02	-3.847481e-09	-1.872250e-09	-1.975231e-09
0.3135        	5.154847e-11	6.328241e-02	-4.472423e-09	-2.184663e-09	-2.287760e-09
0.3168        	5.162972e-11	6.321690e-02	-4.670073e-09	-2.283407e-09	-2.386666e-09
0.3201        	5.174887e-11	6.314694e-02	-3.417980e-09	-1.657241e-09	-1.760739e-09
0.3234        	5.187449e-11	6.308970e-02	-3.635730e-09	-1.765990e-09	-1.869739e-09
0.3267        	5.199620e-11	6.303843e-02	-3.425142e-09	-1.660575e-09	-1.764567e-09
0.33          	5.211644e-11	6.299248e-02	-4.488136e-09	-2.191952e-09	-2.296185e-09
0.3333        	5.222943e-11	6.294831e-02	-4.041591e-09	-1.968566e-09	-2.073025e-09
0.3366        	5.234743e-11	6.291038e-02	-3.676529e-09	-1.785917e-09	-1.890612e-09
0.3399        	5.246734e-11	6.288139e-02	-3.385080e-09	-1.640073e-09	-1.745008e-09
0.3432        	5.256975e-11	6.285019e-02	-5.291824e-09	-2.593342e-09	-2.698482e-09
0.3465        	5.267926e-11	6.283144e-02	-3.308857e-09	-1.601749e-09	-1.707108e-09
0.3498        	5.277911e-11	6.281263e-02	-4.751474e-09	-2.322958e-09	-2.428516e-09
0.3531        	5.287235e-11	6.279997e-02	-3.892241e-09	-1.893248e-09	-1.998993e-09
0.3564        	5.295555e-11	6.278849e-02	-3.247843e-09	-1.570966e-09	-1.676877e-09
0.3597        	5.304775e-11	6.278969e-02	-6.163101e-09	-3.028503e-09	-3.134598e-09
0.363         	5.313799e-11	6.279765e-02	-4.206312e-09	-2.050018e-09	-2.156294e-09
0.3663        	5.323188e-11	6.280810e-02	-4.116672e-09	-2.005104e-09	-2.111568e-09
0.3696        	5.333076e-11	6.282159e-02	-4.754605e-09	-2.323972e-09	-2.430633e-09
0.3729        	5.341851e-11	6.283732e-02	-2.279855e-09	-1.086509e-09	-1.193346e-09
0.3762        	5.349076e-11	6.286790e-02	-6.605459e-09	-3.249239e-09	-3.356220e-09
0.3795        	5.358166e-11	6.290483e-02	-4.469646e-09	-2.181241e-09	-2.288405e-09
0.3828        	5.366948e-11	6.293875e-02	-4.922663e-09	-2.407662e-09	-2.515001e-09
0.3861        	5.375335e-11	6.297710e-02	-4.849966e-09	-2.371230e-09	-2.478736e-09
0.3894        	5.383887e-11	6.302068e-02	-4.704368e-09	-2.298345e-09	-2.406023e-09
0.3927        	5.392061e-11	6.306355e-02	-5.012926e-09	-2.452543e-09	-2.560384e-09
0.396         	5.400702e-11	6.312063e-02	-4.896997e-09	-2.394491e-09	-2.502505e-09
0.3993        	5.409213e-11	6.318058e-02	-4.983686e-09	-2.437751e-09	-2.545935e-09
0.4026        	5.417768e-11	6.324421e-02	-4.982320e-09	-2.436982e-09	-2.545338e-09
0.4059        	5.426056e-11	6.330134e-02	-5.160900e-09	-2.526189e-09	-2.634711e-09
0.4092        	5.434762e-11	6.337619e-02	-5.073253e-09	-2.482279e-09	-2.590974e-09
0.4125        	5.443508e-11	6.344486e-02	-5.012570e-09	-2.451850e-09	-2.560720e-09
0.4158        	5.452568e-11	6.351347e-02	-5.168443e-09	-2.529696e-09	-2.638747e-09
0.4191        	5.461409e-11	6.360564e-02	-5.148699e-09	-2.519735e-09	-2.628964e-09
0.4224        	5.469877e-11	6.369090e-02	-5.413800e-09	-2.652201e-09	-2.761599e-09
0.4257        	5.478438e-11	6.377359e-02	-5.356079e-09	-2.623255e-09	-2.732824e-09
0.429         	5.487555e-11	6.387464e-02	-5.060931e-09	-2.475590e-09	-2.585341e-09
0.4323        	5.496844e-11	6.396813e-02	-5.206266e-09	-2.548165e-09	-2.658101e-09
0.4356        	5.507947e-11	6.406283e-02	-4.150958e-09	-2.020399e-09	-2.130558e-09
0.4389        	5.516468e-11	6.416102e-02	-6.799182e-09	-3.344426e-09	-3.454756e-09
0.4422        	5.525141e-11	6.427534e-02	-5.286995e-09	-2.588246e-09	-2.698749e-09
0.4455        	5.534175e-11	6.438525e-02	-5.455128e-09	-2.672222e-09	-2.782906e-09
0.4488        	5.545301e-11	6.450037e-02	-4.235761e-09	-2.062427e-09	-2.173333e-09
0.4521        	5.556050e-11	6.461723e-02	-5.574750e-09	-2.731814e-09	-2.842935e-09
0.4554        	5.562802e-11	6.475238e-02	-6.570261e-09	-3.229502e-09	-3.340758e-09
0.4587        	5.570963e-11	6.487794e-02	-4.331377e-09	-2.109979e-09	-2.221398e-09
0.462         	5.579718e-11	6.500822e-02	-5.446312e-09	-2.667359e-09	-2.778953e-09
0.4653        	5.588357e-11	6.514497e-02	-5.438414e-09	-2.663323e-09	-2.775091e-09
0.4686        	5.597067e-11	6.530302e-02	-5.323461e-09	-2.605760e-09	-2.717701e-09
0.4719        	5.605752e-11	6.546200e-02	-5.386216e-09	-2.637051e-09	-2.749166e-09
0.4752        	5.613821e-11	6.555026e-02	-6.577378e-09	-3.232551e-09	-3.344827e-09
0.4785        	5.622627e-11	6.565342e-02	-1.095035e-08	-5.418947e-09	-5.531400e-09
0.4818        	5.625827e-11	6.578122e-02	-6.294580e-09	-3.091032e-09	-3.203548e-09
0.4851        	5.628805e-11	6.590578e-02	-6.076490e-09	-2.981957e-09	-3.094533e-09
0.4884        	5.633006e-11	6.606716e-02	-6.607268e-09	-3.247304e-09	-3.359964e-09
0.4917        	5.636095e-11	6.621114e-02	-6.031378e-09	-2.959328e-09	-3.072050e-09
0.495         	5.640560e-11	6.636845e-02	-6.563466e-09	-3.225327e-09	-3.338138e-09
0.4983        	5.644431e-11	6.651490e-02	-6.187669e-09	-3.037390e-09	-3.150279e-09
0.5016        	5.650575e-11	6.666313e-02	-6.402159e-09	-3.144574e-09	-3.257585e-09
0.5049        	5.657199e-11	6.683300e-02	-6.585060e-09	-3.235958e-09	-3.349102e-09
0.5082        	5.663511e-11	6.698592e-02	-6.524007e-09	-3.205369e-09	-3.318639e-09
0.5115        	5.670162e-11	6.716564e-02	-6.644260e-09	-3.265428e-09	-3.378832e-09
0.5148        	5.676619e-11	6.734762e-02	-6.722413e-09	-3.304440e-09	-3.417973e-09
0.5181        	5.682800e-11	6.751884e-02	-6.599250e-09	-3.242797e-09	-3.356453e-09
0.5214        	5.688758e-11	6.768345e-02	-6.748179e-09	-3.317202e-09	-3.430977e-09
0.5247        	5.694995e-11	6.786585e-02	-7.075901e-09	-3.481001e-09	-3.594901e-09
0.528         	5.701174e-11	6.805647e-02	-6.988229e-09	-3.437103e-09	-3.551126e-09
0.5313        	5.706868e-11	6.822963e-02	-6.780513e-09	-3.333188e-09	-3.447325e-09
0.5346        	5.712807e-11	6.842075e-02	-7.268562e-09	-3.577153e-09	-3.691409e-09
0.5379        	5.719240e-11	6.862696e-02	-7.458738e-09	-3.672176e-09	-3.786561e-09
0.5412        	5.725609e-11	6.882536e-02	-7.202487e-09	-3.543988e-09	-3.658500e-09
0.5445        	5.731552e-11	6.902975e-02	-7.160869e-09	-3.523119e-09	-3.637750e-09
0.5478        	5.736945e-11	6.921460e-02	-7.231433e-09	-3.558347e-09	-3.673086e-09
0.5511        	5.742390e-11	6.941601e-02	-7.738795e-09	-3.811973e-09	-3.926821e-09
0.5544        	5.748751e-11	6.962531e-02	-7.749316e-09	-3.817170e-09	-3.932145e-09
0.5577        	5.754133e-11	6.984306e-02	-7.780784e-09	-3.832851e-09	-3.947933e-09
0.561         	5.760177e-11	7.007607e-02	-7.831437e-09	-3.858117e-09	-3.973320e-09
0.5643        	5.766586e-11	7.028454e-02	-7.998471e-09	-3.941570e-09	-4.056901e-09
0.5676        	5.771506e-11	7.049432e-02	-7.218141e-09	-3.551355e-09	-3.666785e-09
0.5709        	5.777659e-11	7.071194e-02	-8.171432e-09	-4.027939e-09	-4.143492e-09
0.5742        	5.783871e-11	7.094462e-02	-8.138782e-09	-4.011552e-09	-4.127230e-09
0.5775        	5.788883e-11	7.116532e-02	-8.133947e-09	-4.009085e-09	-4.124862e-09
0.5808        	5.794215e-11	7.140181e-02	-8.344007e-09	-4.114062e-09	-4.229946e-09
0.5841        	5.795437e-11	7.162947e-02	-7.594812e-09	-3.739452e-09	-3.855360e-09
0.5874        	5.801869e-11	7.183753e-02	-9.418026e-09	-4.650994e-09	-4.767032e-09
0.5907        	5.803950e-11	7.207993e-02	-7.024903e-09	-3.454412e-09	-3.570491e-09
0.594         	5.809929e-11	7.233100e-02	-1.000235e-08	-4.943074e-09	-5.059273e-09
0.5973        	5.815620e-11	7.254959e-02	-8.333094e-09	-4.108391e-09	-4.224703e-09
0.6006        	5.820708e-11	7.280738e-02	-7.754326e-09	-3.818956e-09	-3.935370e-09
0.6039        	5.826400e-11	7.307116e-02	-9.496006e-09	-4.689739e-09	-4.806267e-09
0.6072        	5.832468e-11	7.331941e-02	-8.779402e-09	-4.331376e-09	-4.448026e-09
0.6105        	5.839339e-11	7.354557e-02	-8.720483e-09	-4.301848e-09	-4.418635e-09
0.6138        	5.845805e-11	7.380090e-02	-8.550738e-09	-4.216911e-09	-4.333827e-09
0.6171        	5.851867e-11	7.406200e-02	-9.686515e-09	-4.784739e-09	-4.901776e-09
0.6204        	5.858478e-11	7.433443e-02	-9.233884e-09	-4.558357e-09	-4.675527e-09
0.6237        	5.865092e-11	7.457426e-02	-8.490612e-09	-4.186655e-09	-4.303957e-09
0.627         	5.872411e-11	7.483832e-02	-8.745137e-09	-4.313844e-09	-4.431293e-09
0.6303        	5.878898e-11	7.511203e-02	-8.798180e-09	-4.340301e-09	-4.457879e-09
0.6336        	5.885781e-11	7.537511e-02	-8.975714e-09	-4.428999e-09	-4.546715e-09
0.6369        	5.892147e-11	7.565869e-02	-9.070835e-09	-4.476496e-09	-4.594339e-09
0.6402        	5.899124e-11	7.591485e-02	-9.054271e-09	-4.468144e-09	-4.586127e-09
0.6435        	5.903826e-11	7.620193e-02	-9.008987e-09	-4.445455e-09	-4.563532e-09
0.6468        	5.909389e-11	7.652425e-02	-9.575925e-09	-4.728869e-09	-4.847056e-09
0.6501        	5.914919e-11	7.679773e-02	-9.609429e-09	-4.745565e-09	-4.863864e-09
0.6534        	5.920512e-11	7.707649e-02	-9.165726e-09	-4.523658e-09	-4.642068e-09
0.6567        	5.925946e-11	7.733986e-02	-9.255384e-09	-4.568433e-09	-4.686952e-09
0.66          	5.931540e-11	7.761767e-02	-9.553478e-09	-4.717424e-09	-4.836054e-09
0.6633        	5.937167e-11	7.787286e-02	-9.436345e-09	-4.658801e-09	-4.777544e-09
0.6666        	5.943095e-11	7.817437e-02	-9.750843e-09	-4.815991e-09	-4.934853e-09
0.6699        	5.948482e-11	7.847174e-02	-9.703335e-09	-4.792183e-09	-4.911152e-09
0.6732        	5.953973e-11	7.875637e-02	-9.817632e-09	-4.849276e-09	-4.968356e-09
0.6765        	5.958921e-11	7.906753e-02	-1.000148e-08	-4.941151e-09	-5.060329e-09
0.6798        	5.964588e-11	7.935934e-02	-1.011716e-08	-4.998934e-09	-5.118226e-09
0.6831        	5.969227e-11	7.963225e-02	-9.803919e-09	-4.842267e-09	-4.961652e-09
0.6864        	5.973515e-11	7.994024e-02	-9.425767e-09	-4.653148e-09	-4.772619e-09
0.6897        	5.978056e-11	8.024759e-02	-1.017612e-08	-5.028281e-09	-5.147842e-09
0.693         	5.984237e-11	8.057009e-02	-1.081029e-08	-5.345301e-09	-5.464985e-09
0.6963        	5.988717e-11	8.086567e-02	-9.996881e-09	-4.938553e-09	-5.058328e-09
0.6996        	5.992728e-11	8.118871e-02	-1.066228e-08	-5.271214e-09	-5.391068e-09
0.7029        	5.998273e-11	8.149591e-02	-1.092072e-08	-5.400377e-09	-5.520343e-09
0.7062        	6.002519e-11	8.181068e-02	-1.046620e-08	-5.173075e-09	-5.293125e-09
0.7095        	6.006214e-11	8.213770e-02	-1.015269e-08	-5.016284e-09	-5.136408e-09
0.7128        	6.011580e-11	8.244733e-02	-7.143442e-09	-3.511605e-09	-3.631837e-09
0.7161        	6.019388e-11	8.276828e-02	-1.470991e-08	-7.294761e-09	-7.415149e-09
0.7194        	6.023943e-11	8.309382e-02	-1.018989e-08	-5.034705e-09	-5.155184e-09
0.7227        	6.029828e-11	8.344067e-02	-1.237055e-08	-6.124978e-09	-6.245575e-09
0.726         	6.035085e-11	8.379290e-02	-1.006399e-08	-4.971643e-09	-5.092345e-09
0.7293        	6.041191e-11	8.409685e-02	-8.539454e-09	-4.209315e-09	-4.330139e-09
0.7326        	6.051081e-11	8.441519e-02	-9.534881e-09	-4.706929e-09	-4.827951e-09
0.7359        	6.058256e-11	8.480222e-02	-1.591284e-08	-7.895838e-09	-8.017003e-09
0.7392        	6.063604e-11	8.513731e-02	-6.051946e-09	-2.965337e-09	-3.086609e-09
0.7425        	6.071254e-11	8.546861e-02	-1.153822e-08	-5.708396e-09	-5.829821e-09
0.7458        	6.078404e-11	8.582178e-02	-1.699363e-08	-8.436032e-09	-8.557600e-09
0.7491        	6.084020e-11	8.612526e-02	-1.106424e-08	-5.471279e-09	-5.592960e-09
0.7524        	6.095822e-11	8.649097e-02	-1.255808e-08	-6.218081e-09	-6.339997e-09
0.7557        	6.101669e-11	8.682019e-02	-8.783803e-09	-4.330885e-09	-4.452918e-09
0.759         	6.111596e-11	8.716799e-02	-1.104819e-08	-5.462980e-09	-5.585212e-09
0.7623        	6.124537e-11	8.751787e-02	-1.152649e-08	-5.701999e-09	-5.824490e-09
0.7656        	6.137134e-11	8.789105e-02	-1.050427e-08	-5.190764e-09	-5.313506e-09
0.7689        	6.146722e-11	8.821271e-02	-1.723561e-08	-8.556335e-09	-8.679270e-09
0.7722        	6.159315e-11	8.854903e-02	-1.011809e-08	-4.997451e-09	-5.120638e-09
0.7755        	6.171361e-11	8.891462e-02	-1.093891e-08	-5.407741e-09	-5.531168e-09
0.7788        	6.183836e-11	8.928114e-02	-1.244564e-08	-6.160982e-09	-6.284659e-09
0.7821        	6.195726e-11	8.963792e-02	-1.401258e-08	-6.944335e-09	-7.068249e-09
0.7854        	6.208442e-11	9.001305e-02	-1.079050e-08	-5.333167e-09	-5.457336e-09
0.7887        	6.221472e-11	9.039586e-02	-1.311441e-08	-6.494988e-09	-6.619418e-09
0.792         	6.234257e-11	9.076954e-02	-1.351416e-08	-6.694736e-09	-6.819421e-09
0.7953        	6.247421e-11	9.109997e-02	-1.531366e-08	-7.594358e-09	-7.719306e-09
0.7986        	6.260660e-11	9.144915e-02	-1.254954e-08	-6.212163e-09	-6.337376e-09
0.8019        	6.273908e-11	9.182583e-02	-1.134231e-08	-5.608418e-09	-5.733897e-09
0.8052        	6.286766e-11	9.220710e-02	-1.543745e-08	-7.655858e-09	-7.781593e-09
0.8085        	6.299020e-11	9.259256e-02	-1.267054e-08	-6.272278e-09	-6.398258e-09
0.8118        	6.310886e-11	9.298551e-02	-1.240207e-08	-6.137929e-09	-6.264146e-09
0.8151        	6.324558e-11	9.334518e-02	-1.545946e-08	-7.666485e-09	-7.792976e-09
0.8184        	6.338915e-11	9.372054e-02	-1.304381e-08	-6.458514e-09	-6.585292e-09
0.8217        	6.351151e-11	9.408387e-02	-1.401010e-08	-6.941539e-09	-7.068562e-09
0.825         	6.364606e-11	9.447396e-02	-1.289232e-08	-6.382515e-09	-6.509807e-09
0.8283        	6.377271e-11	9.488611e-02	-1.236730e-08	-6.119877e-09	-6.247423e-09
0.8316        	6.389876e-11	9.527532e-02	-1.470164e-08	-7.286920e-09	-7.414718e-09
0.8349        	6.402203e-11	9.562470e-02	-1.688540e-08	-8.378676e-09	-8.506720e-09
0.8382        	6.417457e-11	9.601872e-02	-1.268693e-08	-6.279290e-09	-6.407639e-09
0.8415        	6.429801e-11	9.641355e-02	-1.424772e-08	-7.059561e-09	-7.188157e-09
0.8448        	6.442629e-11	9.682637e-02	-1.293487e-08	-6.403008e-09	-6.531860e-09
0.8481        	6.455271e-11	9.721676e-02	-1.519997e-08	-7.535434e-09	-7.664540e-09
0.8514        	6.468780e-11	9.761699e-02	-1.375946e-08	-6.815042e-09	-6.944418e-09
0.8547        	6.482457e-11	9.801564e-02	-1.482792e-08	-7.349134e-09	-7.478783e-09
0.858         	6.495693e-11	9.839204e-02	-1.659569e-08	-8.232889e-09	-8.362802e-09
0.8613        	6.510854e-11	9.880773e-02	-1.253540e-08	-6.202592e-09	-6.332809e-09
0.8646        	6.525764e-11	9.921320e-02	-1.568880e-08	-7.779142e-09	-7.909657e-09
0.8679        	6.540671e-11	9.960868e-02	-1.519598e-08	-7.532583e-09	-7.663397e-09
0.8712        	6.555313e-11	1.000197e-01	-1.304579e-08	-6.457340e-09	-6.588446e-09
0.8745        	6.569330e-11	1.004488e-01	-1.533837e-08	-7.603491e-09	-7.734878e-09
0.8778        	6.584797e-11	1.008794e-01	-1.495710e-08	-7.412702e-09	-7.544398e-09
0.8811        	6.601668e-11	1.012411e-01	-1.817101e-08	-9.019486e-09	-9.151520e-09
0.8844        	6.620732e-11	1.016328e-01	-1.491420e-08	-7.390895e-09	-7.523310e-09
0.8877        	6.638135e-11	1.020548e-01	-1.391574e-08	-6.891489e-09	-7.024252e-09
0.891         	6.654911e-11	1.024674e-01	-1.712010e-08	-8.493501e-09	-8.626600e-09
0.8943        	6.671714e-11	1.029076e-01	-1.584056e-08	-7.853562e-09	-7.986996e-09
0.8976        	6.689593e-11	1.033306e-01	-1.541260e-08	-7.639402e-09	-7.773194e-09
0.9009        	6.708355e-11	1.037565e-01	-1.561105e-08	-7.738442e-09	-7.872609e-09
0.9042        	6.727349e-11	1.041678e-01	-1.721712e-08	-8.541287e-09	-8.675834e-09
0.9075        	6.746210e-11	1.045662e-01	-1.618512e-08	-8.025100e-09	-8.160024e-09
0.9108        	6.765190e-11	1.049976e-01	-1.514205e-08	-7.503372e-09	-7.638676e-09
0.9141        	6.784993e-11	1.054197e-01	-1.653765e-08	-8.200976e-09	-8.336676e-09
0.9174        	6.805273e-11	1.058428e-01	-1.677286e-08	-8.318377e-09	-8.454483e-09
